name;gender;idPer;
Devoti, Laura;f;9674;
Dewaere, Patrick;m;9675;
Dewavrin, Thierry;m;9676;
Dewever, Jean;m;9677;
Dews, Morgan;m;9678;
Dey, Carla;f;9679;
Dezcallar, Carlos;m;9680;
Dharker, Ayesha;f;9681;
Dhazouli, Habib;m;9682;
Di Bari, Vito;;9683;
Di Benedetto, Giovanni;m;9684;
Di Benedetto, Ida;f;9685;
Di Blasi, Carles;m;9686;
Di Carlo, Toni;;9687;
Di Clemente, Costantino;;9688;
Di Clemente, Giovanni;;9689;
Di Cristofaro, Cinzia;f;9690;
Di Francesco, Silvana;;9691;
Di Geronimo, Bruno;m;9692;
Di Giacomo, Amadeo;;9693;
Di Giacomo, Franco;;9694;
Di Gianni, Luigi;m;9695;
Di Girólamo, Claudia;f;9696;
Di Girolamo, Roberto;;9697;
Di Lauro, Mariella;f;9698;
Di Lazzaro, Dalila;f;9699;
Di Leo, Fernando;m;9700;
Di Lernia, Rita;f;9701;
Di Lorenzo, Rossana;f;9702;
Di Luia, Bruno;m;9703;
Di Luia, Elisabetta;f;9704;
Di Majo, Angelica;f;9705;
Di Marzio, Isa;f;9706;
Di Mauro, Claudio;m;9707;
Di Meo, Maria Pia;f;9708;
Di Michele, Diana;;9709;
Di Nunzio, Franco;;9710;
Di Palma, Stefano;m;9711;
Di Paola, Jorge;m;9712;
Di Paolo, Marcello;m;9713;
Di Pietro, Elio;;9714;
Di Pietro, Miguel A.;;9715;
Di Pinto, Sergio;m;9716;
Di Prinzio, Alfredo;;9717;
Di Roma, Ulises;m;9718;
Di Stasio, Alberto;m;9719;
Di Stéfano, Alfredo;m;9720;
Di Vito, Cesare;m;9721;
DiBari, Riccardo;;9722;
DiCenzo, George;m;9723;
DiDio, Tony;;9724;
Dia, Bounama;;9725;
Diamant, Moshe;m;9726;
Diamante, Berta;f;9727;
Diamante, Julio;m;9728;
Diamond, Jared T.;m;9729;
Diamond, Paul;m;9730;
Diana, Graziano;m;9731;
Diarde, Maria Elena;f;9732;
Dias, Antoinette;f;9733;
Dias, Raquel;f;9734;
Díaz Carral, Jesús;m;9735;
Díaz El Cordobés, Manuel;m;9736;
Díaz Frank, Francisco;m;9737;
Díaz Gomar, Roberto;m;9738;
Díaz Hijalde, Blanca;f;9739;
Díaz Moreno, Daniel;m;9740;
Díaz Mourelle, Ricardo;m;9741;
Díaz Noriega, Ernesto;m;9742;
Díaz Noriega, José E.;m;9743;
Díaz Núñez, Lorena;f;9744;
Díaz Ortega, Eva María;f;9745;
Díaz Pardo, Isaac;m;9746;
Díaz Pereda, Patricia;f;9747;
Díaz Plaja, Fernando;m;9748;
Díaz Plaja, Susana;f;9749;
Díaz Plana, Ana;f;9750;
Díaz Polo, Juanjo;m;9751;
Díaz Roncero, Isabel;f;9752;
Díaz Sacristán, Salustiano;;9753;
Díaz Torres, Daniel;;9754;
Díaz Trejo, Benito;m;9755;
Diáz Trejo, Manolo;m;9756;
Díaz Velasco, Manuel;m;9757;
Diaz Vilella, Albert;m;9758;
Díaz Yanes, Agustín;m;9759;
Díaz de Diego, Enrique;;9760;
Díaz de Espada, Íñigo;;9761;
Díaz de Espada, José;m;9762;
Díaz de Laspra, Ramón;;9763;
Díaz de Lena, José M.;m;9764;
Díaz de Rada, Kike;m;9765;
Díaz de la Guardia, Fernando;m;9766;
Díaz del Castillo, Antonio;m;9767;
Díaz, Aberto;;9768;
Díaz, Adrián;m;9769;
Díaz, Agustín Michelin;m;9770;
Díaz, Albert;m;9771;
Diaz, Alberto;m;9772;
Díaz, Alberto;m;9773;
Díaz, Alenka;f;9774;
Díaz, Alfredo;m;9775;
Díaz, Amparo;f;9776;
Diaz, Ana Raquel;f;9777;
Diaz, Ana;f;9778;
Diaz, Anastasio;;9779;
Díaz, Andrés;m;9780;
Díaz, Ángel;;9781;
Díaz, Antonio;m;9782;
Díaz, Assumpció;;9783;
Díaz, Asun;f;9784;
Díaz, Asunción;f;9785;
Díaz, Begoña;f;9786;
Díaz, Bernardo;m;9787;
Díaz, Bruno;m;9788;
Díaz, Carlos Manuel;m;9789;
Díaz, Carmen;f;9790;
Díaz, Catalina;;9791;
Diaz, Cayetano;;9792;
Díaz, Cayetano;m;9793;
Diaz, Celestino;m;9794;
Díaz, César;m;9795;
Díaz, Chico;m;9796;
Díaz, Concha;;9797;
Diaz, Danny;;9798;
Diaz, Debbie;;9799;
Díaz, Débora;f;9800;
Díaz, Emilio;;9801;
Díaz, Emma;f;9802;
Díaz, Fabri;m;9803;
Díaz, Fernando;m;9804;
Diaz, Francisco Javier;;9805;
Diáz, Gloria;f;9806;
Diaz, Hilda;f;9807;
Díaz, Ignacio;m;9808;
Díaz, Inés;f;9809;
Díaz, Javier;;9810;
Díaz, Jesús;;9811;
Díaz, Joan;m;9812;
Díaz, Joaquín;m;9813;
Díaz, Jordi;m;9814;
Díaz, Jorge;m;9815;
Díaz, José Antonio;m;9816;
Díaz, José Luis;m;9817;
Díaz, José Manuel;;9818;
Díaz, José Ramón;m;9819;
Díaz, José;;9820;
Díaz, Josefina;f;9821;
Díaz, Juan Antonio;m;9822;
Díaz, Juan Carlos;m;9823;
Díaz, Juan;m;9824;
Díaz, Juanito;m;9825;
Díaz, Judith;f;9826;
Díaz, Julián;m;9827;
Díaz, Kristel;f;9828;
Díaz, Lario;m;9829;
Díaz, Lilián;;9830;
Díaz, Luis;;9831;
Díaz, M. Oscar;m;9832;
Díaz, Mai;f;9833;
Díaz, Maite;f;9834;
Díaz, Marcela;f;9835;
Díaz, Marga;f;9836;
Díaz, María Isabel;f;9837;
Díaz, María José;;9838;
Díaz, María Julia;f;9839;
Díaz, María Lucía;f;9840;
Díaz, María Luisa;f;9841;
Díaz, María Victoria;f;9842;
Díaz, María;;9843;
Díaz, Mariano;m;9844;
Díaz, Mario;m;9845;
Díaz, Martín;m;9846;
Díaz, Maruja;f;9847;
Díaz, Marujita;f;9848;
Diaz, Matilde;f;9849;
Díaz, Miguel Ángel;;9850;
Díaz, Miguel;m;9851;
Díaz, Milton;m;9852;
Díaz, Natacha;;9853;
Díaz, Natalia;f;9854;
Díaz, Norberto;m;9855;
Díaz, Paqui;f;9856;
Diaz, Paula;f;9857;
Díaz, Paz;f;9858;
Díaz, Pedro;m;9859;
Díaz, Pilar;f;9860;
Díaz, Poli;m;9861;
Díaz, Rafael;m;9862;
Díaz, Raquel;f;9863;
Díaz, Raúl;m;9864;
Díaz, Raül;m;9865;
Díaz, Ricardo;m;9866;
Díaz, Roberto;m;9867;
Díaz, Robinson;m;9868;
Díaz, Rolando;;9869;
Díaz, Rubén;m;9870;
Díaz, Salvador;m;9871;
Díaz, Sergio;m;9872;
Díaz, Suso;m;9873;
Díaz, Tino;m;9874;
Díaz, Tirso;;9875;
Díaz, Tito;m;9876;
Diaz, Veronica;f;9877;
Díaz, Víctor;;9878;
Díaz, Xavi;m;9879;
Diaz, Yoel Hernández;m;9880;
Díaz, Yolanda;f;9881;
Díaz-Agero, Anunciata;f;9882;
Díaz-Agero, Manzani;f;9883;
Díaz-Aroca, Miriam;f;9884;
Díaz-Miguel, Antonio;m;9885;
Díaz-Plaja, Guillermo;m;9886;
Díaz-Salgado, Rafael;m;9887;
Dibarbora, Frantisek;m;9888;
Diberti, Luigi;m;9889;
Dibildos, José Luis;m;9890;
Dicenta Herrera, Daniel;m;9891;
Dicenta, Daniel;m;9892;
Dicenta, Jacobo;m;9893;
Dicenta, Natalia;f;9894;
Dick, Andy;m;9895;
Dickerson, Ernest R.;m;9896;
Dickman, Robert;m;9897;
Dicks, Andrew;m;9898;
Dicotomía;;9899;
Dicuasa, Olga;f;9900;
Didi, Evelyne;f;9901;
Didier, Arlette;f;9902;
Diedhieou, Lamine;m;9903;
Diedhiou, Ousmamane;;9904;
Diego, Ana Rosa;f;9905;
Diego, Clara de;;9906;
Diego, Eduardo;;9907;
Diego, Gabino;m;9908;
Diego, Gerardo;m;9909;
Diego, Juan;m;9910;
Diego, Nacho de;m;9911;
Diego, Narciso;;9912;
Diego, Ramón de;m;9913;
Diego;;9914;
Dieguez, Anna;f;9915;
Diéguez, César;m;9916;
Diéguez, José;m;9917;
Diehl, John;m;9918;
Diemant-Hartz, Ángeles;;9919;
Dieste, Manel;m;9920;
Dieste, Rafael;;9921;
Dietl, Jaroslav;m;9922;
Dietrich, Erwin C.;m;9923;
Dieudonné, Catherine;f;9924;
Díez Esteban, José Luis;m;9925;
Díez Gómez, Charlie;m;9926;
Díez Moro, Javier;;9927;
Díez del Corral, Pedro;m;9928;
Díez, Abel;m;9929;
Díez, Amaya;f;9930;
Díez, Ana;f;9931;
Díez, Beatriz;f;9932;
Díez, Carlos;m;9933;
Díez, Cristina;f;9934;
Díez, Daniel;m;9935;
Díez, Desideri;m;9936;
Díez, Elvira;f;9937;
Díez, Emiliano;m;9938;
Díez, Florinda;f;9939;
Díez, J. Antonio;m;9940;
Díez, Jesús;;9941;
Díez, Jonathan;;9942;
Díez, José Manuel;m;9943;
Díez, Luis Mateo;m;9944;
Díez, María José;f;9945;
Díez, Mauricio;;9946;
Diez, Miguel Ángel;;9947;
Díez, Miguel Ángel;m;9948;
Díez, Patxi;m;9949;
Díez, Pilar;f;9950;
Díez, Sergi;;9951;
Díez, Sílvia;;9952;
Díez, Teresa;;9953;
Díez, Vicente;m;9954;
Díez, Virginia;f;9955;
Díez, Xebe;m;9956;
Diezma, Nacho;m;9957;
Diffring, Anton;m;9958;
Dighero, Ugo;m;9959;
Dijksterhuis, Peeter;m;9960;
Dikambayev, Sattar;m;9961;
Dill, Marcus;m;9962;
Dilla, Cristina;f;9963;
Dillemann, Pascale;;9964;
Dillingham, Doug;m;9965;
Dillman, Bradford;m;9966;
Dillon, Teddy Lee;m;9967;
Diloy, Julio;;9968;
Dima, Estela;;9969;
Diment, Richard;m;9970;
Dimitrijevic, Slobodan;m;9971;
Dimitrov, Vasil;m;9972;
Dimonelli, Rosa;f;9973;
Dimou, Nikos;m;9974;
Dimov, Petar;m;9975;
Dinarama, Alaska y;m;9976;
Dinbar, Chris;;9977;
Dinev, Patricia;f;9978;
Dingwall, Tom;m;9979;
Dini, Giulio;m;9980;
Diniz, Francisco;m;9981;
Dinková, Dana;f;9982;
Dinky;m;9983;
Diogene, Franco;m;9984;
Dioguard, Antonella;;9985;
Dion, Céline;f;9986;
Dion, Debra;f;9987;
Dionisi, Marco;;9988;
Dionisi, Stefano;m;9989;
Dionmy;m;9990;
Dionne, Mónica;f;9991;
Dior, Christian;;9992;
Dior, Karin;f;9993;
Dios, Christian;m;9994;
Diós, Cristian;m;9995;
Diosdado, Ana;f;9996;
Diossa;f;9997;
Diotallevi, Walter;;9998;
Diouf, Mouss;m;9999;
Divine;f;10000;
Dixo, Sozana;f;10001;
Djemel, Amel;f;10002;
Djermag, Nicolas;m;10003;
Djordjadze, Shakro;m;10004;
Djordjevic, Zoran;;10005;
Djundi, Anwar;m;10006;
Djundi, Hassan;m;10007;
Dmitriev, Igor;m;10008;
Do Santos, Regina;f;10009;
DoQui, Robert;m;10010;
Doat, Benjamin;m;10011;
Dobao, Antón;;10012;
Dobarganes Ruiz, Amador;m;10013;
Dobarro, Cristóbal;m;10014;
Dobeson, Richard;m;10015;
Doblas, Nathalia;f;10016;
Doble, Vainica;;10017;
Dobosz, Malgozarta;f;10018;
Dobrigna, Sandra;f;10019;
Dobronravova, Yelena;f;10020;
Dobrowolska, Halina;;10021;
Dobrý, Karel;m;10022;
Dobtcheff, Vernon;m;10023;
Docampo Feijóo, Beda;f;10024;
Docampo, Aleks;;10025;
Docaos, Otilia;f;10026;
Doce Zúñiga, Pilar;f;10027;
Dochanashvili, Guram;;10028;
Docherty, Bob;m;10029;
Docherty, Maggi;f;10030;
Docherty, Stephen;m;10031;
Docherty, Ziggy;f;10032;
Dod Mantle, Anthony;m;10033;
Dodds, Annie;;10034;
Dodds, Jerrilyn;;10035;
Dodge, Norman;;10036;
Dodson, James E.;m;10037;
Dog, Mortadelo the;m;10038;
Dog, Retiro the;m;10039;
Dogar, Víctor Manuel;m;10040;
Dogileva, Tatyana;f;10041;
Dogue;m;10042;
Doherty, Christopher;m;10043;
Doimeadiós, Osvaldo;m;10044;
Dolado, Mónica;f;10045;
Dolan, Helen;;10046;
Dolbert, Jean-Claude;;10047;
Dolç, Joan;;10048;
Dolc, Salvador;m;10049;
Doldinger, Klaus;m;10050;
Dolenko, Vasili;;10051;
Dolera, Andrés;;10052;
Dólera, Xavier;;10053;
Dolf, Salvador;;10054;
Dolgin, Larry;m;10055;
Doll, Kristine;f;10056;
Dolo, Akonio;m;10057;
Dolores, Carmen;f;10058;
Dolores, Sor;f;10059;
Dols, Perdi;m;10060;
Dolz, Manuel;m;10061;
Dom, Laetitia;;10062;
Domagala, Marek;f;10063;
Dombasle, Arielle;f;10064;
Doménech, Benjamín;;10065;
Doménech, Carlos;m;10066;
Domenech, Jaume;;10067;
Domenech, Joan;f;10068;
Domenech, José Antonio;m;10069;
Domenech, José;;10070;
Doménech, José;m;10071;
Domènech, Josep Maria;m;10072;
Domènech, Núria;f;10073;
Domenech, Pilar;;10074;
Domenech, Úrsula;f;10075;
Domènech, Vicenç Manel;m;10076;
Domenech, Xulia;f;10077;
Domenighini, Vito;m;10078;
Domenjó, Daniel;m;10079;
Domenjó, Pere;;10080;
Domeño, Sagrario;f;10081;
Dominé, Óscar;m;10082;
Dominedò, Francesco;m;10083;
Domingo, Carlos;m;10084;
Domingo, David;m;10085;
Domingo, Eugenio;m;10086;
Domingo, Eva;f;10087;
Domingo, Francisco;m;10088;
Domingo, Javier;m;10089;
Domingo, Jordi;;10090;
Domingo, José Manuel;;10091;
Domingo, Josep Maria;;10092;
Domingo, Joseph M.;;10093;
Domingo, Julio;m;10094;
Domingo, Luisa;m;10095;
Domingo, Mariano;m;10096;
Domingo, Marta;f;10097;
Domingo, Montse;m;10098;
Domingo, Narso;;10099;
Domingo, Pedro Luis;;10100;
Domingo, Remedios;f;10101;
Domingo, Xavier;m;10102;
Domingos, Júlia;;10103;
Domingues, Maria;f;10104;
Domínguez Navarro, Manuel;;10105;
Domínguez, Adolfo;m;10106;
Domínguez, Adriano;m;10107;
Domínguez, Alain;m;10108;
Domínguez, Ana;f;10109;
Domínguez, Ángela;f;10110;
Domínguez, Antonio;m;10111;
Domínguez, Aurelio;;10112;
Domínguez, Belise;f;10113;
Domínguez, Brigida;;10114;
Domínguez, Carlos;m;10115;
Domínguez, Chano;m;10116;
Domínguez, Claudio;m;10117;
Domínguez, Columba;f;10118;
Domínguez, Cristina;f;10119;
Domínguez, Daniel;;10120;
Domínguez, David;m;10121;
Domínguez, Enrique;;10122;
Domínguez, Estela;f;10123;
Domínguez, Franklin;m;10124;
Domínguez, Guillermo;m;10125;
Domínguez, Irene;;10126;
Domínguez, Jaime;m;10127;
Domínguez, Joaquín;;10128;
Domínguez, José Luis;m;10129;
Domínguez, José;m;10130;
Domínguez, Juan Francisco;m;10131;
Domínguez, Juan Manuel;;10132;
Domínguez, Juan;m;10133;
Domínguez, Juanjo;m;10134;
Dominguez, Lara;f;10135;
Domínguez, Magdaleno;m;10136;
Domínguez, Manuel;;10137;
Domínguez, María Dolores;f;10138;
Domínguez, María Eugenia;;10139;
Domínguez, María Pau;f;10140;
Domínguez, Mariló;f;10141;
Domínguez, Mercedes;f;10142;
Domínguez, Milagros;f;10143;
Domínguez, Mónica;f;10144;
Domínguez, Óscar;m;10145;
Domínguez, Otilia;;10146;
Domínguez, Pablo;m;10147;
Domínguez, Petra;f;10148;
Dominguez, Pilar;f;10149;
Domínguez, Queti;;10150;
Dominguín, Paola;f;10151;
Dominiani, José P.;;10152;
Dona Vega, Héctor;m;10153;
Donadio, Carmen;f;10154;
Donaggio, Pino;m;10155;
Donahue, Troy;m;10156;
Donamaría, Adela;f;10157;
Doñaque, Concha;f;10158;
Donascimiento, José Eduardo;m;10159;
Donat, José Luis;;10160;
Donate, Félix;;10161;
Donate, Isabel;f;10162;
Doñate, Juan;m;10163;
Donati, Danilo;m;10164;
Donati, Gioia;;10165;
Donati, Giorgio;;10166;
Donati, Sergio;m;10167;
Donatién, Osvaldo;;10168;
Donato, Barbara;;10169;
Donato, Raffaele;;10170;
Donay, Lucile;;10171;
Doncel, Toñi;f;10172;
Donchev, Nikolay;m;10173;
Doncos, Jordi;m;10174;
Donda, Jean-Claude;m;10175;
Donnadieu, Bernard-Pierre;m;10176;
Donnelly, Barry;m;10177;
Donnelly, Maggie;;10178;
Donner, Clive;m;10179;
Donner, Michael;;10180;
Donner, Robert;m;10181;
Donoghue, Quinn;;10182;
Donoghue, Teresa;;10183;
Donoso, Rafael;m;10184;
Donostia, Carlos;;10185;
Donovan, John;m;10186;
Donovan, Martin;m;10187;
Doonan, Paul;m;10188;
Dopazo, Cecilia;f;10189;
Dorado, Braulio;m;10190;
Dorado, Humberto;m;10191;
Dorado, Jorge;m;10192;
Doran, James;m;10193;
Dorantes, Juana;f;10194;
Doré, Ángela;f;10195;
Doré, Sergio;m;10196;
Dorelli, Johnny;m;10197;
Dorff, Steve;;10198;
Dorfmann, Jacques;m;10199;
Doria, Daniela;f;10200;
Dória, Diogo;m;10201;
Doria, Enzo;m;10202;
Doria, Jaco;m;10203;
Doria, Jaime;m;10204;
Doria, Renato;m;10205;
Doria, Sergio;m;10206;
Doris, Tania;f;10207;
Dorléac, Françoise;f;10208;
Dormandy, Simon;m;10209;
Dormer, Richard;m;10210;
Dorn, Bettina;f;10211;
Dorney, Sile;;10212;
Dornhelm, Robert;m;10213;
Dorough, Bob;m;10214;
Dorrego, Carlos;;10215;
Dorrego, César;;10216;
Dorrego, Isaac;;10217;
Dorrego, Jorge;;10218;
Dorrell, Carlos;;10219;
Dorrell, José Manuel;m;10220;
Dorremochea, Carlos;m;10221;
Dorronsoro, Francisco;;10222;
Dorronsoro, Iñaki;m;10223;
Dorronsoro, Unal;f;10224;
Dorta, Carlos;;10225;
Dorval, Nathalie;f;10226;
Dos Santos, Hortensia;f;10227;
Dos Santos, Jorgina;f;10228;
Dos Santos, Marcelo;m;10229;
Dos Santos, María;f;10230;
Dos Santos, Rubén;m;10231;
Dos Santos, Sandra;f;10232;
Dosamantes, Susana;f;10233;
Dossin, René;;10234;
Dossogne, Marcel;m;10235;
Dostoevsky, Fyodor;;10236;
Dotes, Gloria;f;10237;
Dotheé, Felipe;;10238;
Dotrice, Roy;m;10239;
Dottesio, Attilio;m;10240;
Dottori, Katia;f;10241;
Dotú, Javier;m;10242;
Dotuirni, Antonio;m;10243;
Dotum, Javier;m;10244;
Douarinou, Françoise;;10245;
Dougherty, Ellen;;10246;
Douglas, Kirk;m;10247;
Douglas, René;m;10248;
Douglas, Richard;m;10249;
Douglas, Sarah;f;10250;
Douglas-Morris, Chris;;10251;
Douillet, David;m;10252;
Douillet, Mark;m;10253;
Douka, Varvara;f;10254;
Doukali, Abderrahmane;m;10255;
Douking, Anna;f;10256;
Doukouré, Cheik;m;10257;
Dourlens, Pierre;m;10258;
Dourvas, Prokopis;m;10259;
Doutey, Alain;m;10260;
Doutey, Mélanie;f;10261;
Doval, Bárbara;;10262;
Dover, Juan;m;10263;
Dovlatov, Leonid;m;10264;
Dowie, Freda;f;10265;
Dowling, Carlos T.;;10266;
Down, Peggy Ann;f;10267;
Downe, Pam;;10268;
Downey, Jed;m;10269;
Downing, Anneli;;10270;
Doyle, John;m;10271;
Doyle, Patrick;m;10272;
Doyle, Richard;m;10273;
Doyle, Timothy;m;10274;
Doyler, Verónica;f;10275;
Drabek, Gene;m;10276;
Draber, Etienne;m;10277;
Drago, Joe;m;10278;
Dragossán, Wladimir;m;10279;
Drahokoupilová, Marie;f;10280;
Drai, Sébastien;m;10281;
Drake, Marvin;m;10282;
Draper, Jack;;10283;
Dray, Albert;m;10284;
Drechsler, Heike;f;10285;
Dresti, Nadia;;10286;
Dreujou, Jean-Marie;;10287;
Drew, Jacque;f;10288;
Drexler, Jorge;m;10289;
Dreyfus, Jean-Claude;m;10290;
Drezga, Joseph;m;10291;
Drillon, Lyliane;f;10292;
Driscoll, Christopher;m;10293;
Drizin, Wayne;;10294;
Dromgoole, Patrick;m;10295;
Dronot, Dominique;;10296;
Drovandi, Enio;m;10297;
Drove, Antonio;m;10298;
Drozda, Petr;m;10299;
Dru, Joanne;f;10300;
Drudi, Rossella;f;10301;
Druille, Maria;f;10302;
Du Biel, Nellis;m;10303;
Dualde, Marta;f;10304;
Duany, Monse;f;10305;
Duart, Monica;f;10306;
Duarte, Armando;m;10307;
Duarte, Carlos;;10308;
Duarte, José Jorge;m;10309;
Duarte, Juan;m;10310;
Duarte, Raúl;m;10311;
Duaso, María Luisa;f;10312;
Duaso, Marisa;f;10313;
Duato, Ana;f;10314;
Duato, Nacho;m;10315;
Dubcovsky, Diego;;10316;
Dube, Livious;m;10317;
Dubecq, Jacques;;10318;
Dubois, Sonia;f;10319;
Dubosc, Catherine;f;10320;
Dubose, Patricia;;10321;
Dubost, Paulette;f;10322;
Dubus, Marie-Sophie;;10323;
Ducas, Clotilde;;10324;
Ducasse, Jean-Luc;m;10325;
Ducastella, Dolors;f;10326;
Ducay, Eduardo;m;10327;
Ducceschi, Maria;f;10328;
Ducci, Nico;;10329;
Duce, José Luis;m;10330;
Duch, Mamen;f;10331;
Duch, Toni;m;10332;
Duchemin, Marie-Jo;;10333;
Duchesne, Louis;m;10334;
Duchet, Laurence;;10335;
Ducid, Jose Luis;m;10336;
Ducorps, Servane;f;10337;
Ducrocq, Marc;m;10338;
Dudilleux, Jacqueline;;10339;
Dudley, Anne;f;10340;
Due;;10341;
Dueñas, Carlos;;10342;
Dueñas, Elena;f;10343;
Dueñas, Elisabeth;f;10344;
Dueñas, Florencio;;10345;
Dueñas, Helena;f;10346;
Dueñas, Lola;f;10347;
Dueñas, Miriam;;10348;
Dueñas, Nicolás;m;10349;
Dueñas;;10350;
Duero, Albert;m;10351;
Dueso, Albert;m;10352;
Dueso, Manel;m;10353;
Duez, France;;10354;
Duez, Jean-Marc;;10355;
Duez, Sophie;f;10356;
Dufeu, Camille;f;10357;
Duffaut, Giles;m;10358;
Duffield, Grahame;;10359;
Duffo, Alberto;;10360;
Dufil, Françoise;f;10361;
Dufour, Adolfo;m;10362;
Dufranne, Jacqueline;f;10363;
Dufreche, Laurent;;10364;
Duggan, Gerry;m;10365;
Duggan, James;m;10366;
Duhamel, Antoine;m;10367;
Duigou, Marielle;;10368;
Dujovic, Vladan;m;10369;
Duléry, Antoine;m;10370;
Dulice, Gérard;;10371;
Dulin, J. Ignacio;;10372;
Dumas père, Alexandre;;10373;
Dumas, Denise;f;10374;
Dumont, Francis;m;10375;
Dumont, Richard;m;10376;
Dumont, Ulises;m;10377;
Dumont, Véronique;f;10378;
Dumortier, Albert;m;10379;
Dumoulin, Serge;m;10380;
Dunaway, Faye;f;10381;
Dunayev, Grigori;m;10382;
Duncan, Adam;;10383;
Dunn, Kevin;m;10384;
Dunn, Robert;m;10385;
Dunoyer, François;m;10386;
Dunsal, Kara;f;10387;
Duo, Gorka;m;10388;
Duperey, Anny;f;10389;
Dupérial, Michel B.;m;10390;
Duperoux, Annie;f;10391;
Duperrer, Michel;m;10392;
Duperron, Timothy;m;10393;
Dupláa, Nancy;f;10394;
Duplat, François;;10395;
Dupond, Patrick;m;10396;
Dupont, Bernadette;;10397;
Dupre, Roxana;f;10398;
Dupuy, Nathalie;;10399;
Duque, Antonio;m;10400;
Duque, Arturo;;10401;
Duque, Daniela;f;10402;
Duque, Edicta;f;10403;
Duque, Javier;m;10404;
Duque, José Antonio;m;10405;
Duque, Juan Carlos;m;10406;
Duque, Juan;m;10407;
Duque, Maite;;10408;
Duque, Mari Carmen;f;10409;
Duque, Marixenia;;10410;
Duque, Pedro;m;10411;
Duque, Rosa;;10412;
Duque, Yara;f;10413;
Duquende;m;10414;
Duquenne, Pascal;m;10415;
Duquesne, Philippe;m;10416;
Dura, Esteban;m;10417;
Durá, María Victoria;f;10418;
Durà, Pau;m;10419;
Durán Alemany, Juan;m;10420;
Duran Cohen, Ilan;m;10421;
Durán Loriga, Jacobo;;10422;
Durán Morris, Antonio;m;10423;
Duran i Reynals, Francesc;m;10424;
Durán, Aitana;f;10425;
Durán, Alfonso;;10426;
Durán, Antonio;m;10427;
Duran, Biel;m;10428;
Duran, Borja;m;10429;
Durán, Borja;m;10430;
Durán, Briel;m;10431;
Duran, Calassanç;m;10432;
Duran, Carlos;m;10433;
Durán, Carlos;m;10434;
Durán, Cristina;f;10435;
Durán, David;m;10436;
Durán, Enrique;;10437;
Duran, Esteve;m;10438;
Duran, Esther;;10439;
Durán, Federico;m;10440;
Durán, Félix;;10441;
Durán, Fernando;;10442;
Durán, Gerardo;m;10443;
Durán, Gonzalo;m;10444;
Durán, Ignacio;m;10445;
Duran, Ildefons;m;10446;
Durán, Javier;m;10447;
Durán, Jordi;m;10448;
Durán, Jorge;m;10449;
Durán, José María;m;10450;
Durán, José;m;10451;
Durán, Kiki;m;10452;
Duran, Lluís;m;10453;
Durán, Lupe;;10454;
Durán, Mario;;10455;
Durán, Miriam;f;10456;
Durán, Nuria;f;10457;
Durán, Óscar;m;10458;
Durán, Pedro;m;10459;
Duran, Pep;m;10460;
Durán, Perico;m;10461;
Durán, Rafael;m;10462;
Durán, Ramón;m;10463;
Duran, Tati;f;10464;
Duran, Tony;m;10465;
Duran, Virginia;f;10466;
Durán, Xosé;f;10467;
Durán, Yolanda;f;10468;
Durand, Frédéric;m;10469;
Durand, Loup;;10470;
Durand, Patrick;m;10471;
Durant, Alberto;;10472;
Durante, Leila;f;10473;
Durante, Marina;f;10474;
Durantini, Danny;m;10475;
Durban, Quim;;10476;
Dúrcal, Rocío;f;10477;
Duret, Marc;m;10478;
Duret, Nicole;f;10479;
Durgan, Andy;;10480;
Duris, Ján;;10481;
Duro, Mari Sol;f;10482;
Duró, Meritxell;f;10483;
Durovic, Juraj;;10484;
Durr, Jason;m;10485;
Durrenberger, Suzanne;;10486;
Duru, Frédéric;m;10487;
Dury, Daniel;m;10488;
Dussart, Eric;;10489;
Dussollier, André;m;10490;
Dussouillez, Pierre-Antoine;m;10491;
Dutertre, Félicie;;10492;
Dutheil, Cathy;;10493;
Dutheil, Marie-Ange;f;10494;
Dutron, Olivia;f;10495;
Duval, Carla;f;10496;
Duval, Daniel;m;10497;
Duval, Lucien;m;10498;
Duval, Mercedes;f;10499;
Duval, Norma;f;10500;
Duval, Polly;;10501;
Duval, Valérie;;10502;
Duve, Frank;m;10503;
Dux, Pierre;m;10504;
Duyos, Luis Manuel;;10505;
Duyós, Rafael;;10506;
Dvigubsky, Nikolai;m;10507;
Dvorák, Antonín;;10508;
Dvorakova, Alice;f;10509;
Dvorkin, Zalman B.;m;10510;
Dvorská, Milena;f;10511;
Dvorzhetsky, Vatslav;m;10512;
Dworak, Otto Boris;m;10513;
Dworet, Laurence;;10514;
Dwyer, Finola;f;10515;
Dwyre, Shona;f;10516;
Dyakova, M.;f;10517;
Dyaz, Antonio;;10518;
Dyrek, François;m;10519;
Dysinger, Carol;f;10520;
Dyszel, Jorge;m;10521;
Dzhigarkhanyan, Armen;m;10522;
Dzierlatka, Arié;m;10523;
Dzyubenko, Natalya;;10524;
E-Flat;;10525;
Easdale, Roy;;10526;
East, Carlos;m;10527;
Easton, Robert;m;10528;
Eaton, Jim;m;10529;
Eatwell, Brian;m;10530;
Eberhard, Fabrice;m;10531;
Ebert, Günter;;10532;
Ebyan, Seren;f;10533;
Eced, Guillermo;m;10534;
Eceiza, Antonio;;10535;
Eceiza, Mikel Mari;m;10536;
Echánove, Alonso;m;10537;
Echanove, Javier;m;10538;
Echánove, Josefina;f;10539;
Echanove, Juan;m;10540;
