name;gender;idPer;
A. Solla, Ricardo;;1;
Aames, Willie;m;2;
Aaron, Jack;m;3;
Aba, Dayrein;f;4;
Abad de Santillán, Diego;m;5;
Abad, Adela;f;6;
Abad, Asun;f;7;
Abad, Diego;m;8;
Abad, Esperanza;f;9;
Abad, Francisco;m;10;
Abad, Gonzalo;;11;
Abad, Isabel;f;12;
Abad, Kike;m;13;
Abad, Manuel;m;14;
Abad, Marisa;f;15;
Abad, Mercedes;f;16;
Abad, Omar;;17;
Abad, Rocío;;18;
Abad, Sol;f;19;
Abad, Toni;;20;
Abadal, Francisco José;m;21;
Abadal, Ignasi;m;22;
Abadal, Pedro;;23;
Abadal, Pere;;24;
Abades, César;m;25;
Abades, Reyes;m;26;
Abadou, Youness;m;27;
Abajo, David;m;28;
Abajo, Juan Julio de;;29;
Abal, Miguel;;30;
Abalde, Eugenio;m;31;
Abarca, Carmen;;32;
Abarca, Verónica;f;33;
Abarrategui, D.;;34;
Abascal, Cecilio;m;35;
Abascal, Miguel;m;36;
Abascal, Nati;f;37;
Abascal, Silvia;f;38;
Abasolo, Iñaki;;39;
Abatantuono, Diego;m;40;
Abate, Massimo;m;41;
Abati, Joaquín;m;42;
Abato, Manolo;;43;
Abbad, Montse;f;44;
Abbati, Stefano;m;45;
Abbott, Thomas;m;46;
Abbou, Jean-Marc;;47;
Abbrescia, Dino;m;48;
Abbrugiati, Maria Vittoria;;49;
Abbruzzese, Alexandra;f;50;
Abbu, Anwuar;m;51;
Abdallah, Mouzahem;m;52;
Abdelhafid, Ami;f;53;
Abdelkrim, HMaia;m;54;
Abdo, Joe;m;55;
Abeal, Marcelo;m;56;
Abeijón, Luis;m;57;
Abeille, Claude;;58;
Abeillé, Jean;m;59;
Abel, Dominique;m;60;
Abelardo, Michael;;61;
Abeledo, Danny;m;62;
Abelho, Maria João;;63;
Abellá, Luis;m;64;
Abella, Nicole;f;65;
Abella, Rafael;m;66;
Abella, Ricardo;;67;
Abellán, Ismael;m;68;
Abello, Jorge;;69;
Abelló, Lola;f;70;
Abello, William;;71;
Abeni, Maurizio;;72;
Abensour, Nathalie;;73;
Aber, Christopher;m;74;
Aberasturi, Andrés;m;75;
Aberasturi, Fontxo;m;76;
Abesbatza, Asketa;;77;
Abeytua, César;m;78;
Abia, Alba;f;79;
Abia, Félix;;80;
Abiega, Elena;;81;
Abollo, Xullo;;82;
Abós, Manuel;m;83;
Abot, Didier;m;84;
Aboy, Isabel;f;85;
Abradelo, María;f;86;
Abraham Mestre, Ignacio;m;87;
Abraham, F. Murray;m;88;
Abraham, Nicolas;m;89;
Abraham, Paloma;f;90;
Abrahams, Jody;m;91;
Abrahamse, Ethel Williams;;92;
Abrahamsen, Svend;m;93;
Abramovitsch, Anna María;f;94;
Abrams, Tom;m;95;
Abreu, Aurelio;m;96;
Abreu, Gracia;;97;
Abreu, Juan Manuel;m;98;
Abrhám, Josef;m;99;
Abril García, Lucía;;100;
Abril, Albert;m;101;
Abril, Carme;f;102;
Abril, Cristina;;103;
Abril, Gonzalo;m;104;
Abril, José Luis;;105;
Abril, José;;106;
Abril, Marcel;;107;
Abril, Miguel;;108;
Abril, Pitu;m;109;
Abril, Victoria;f;110;
Abrola, Yolanda;f;111;
Abrunhosa, Pedro;m;112;
Abt, Christine;f;113;
Abu Libda, Ghassan;m;114;
Abu Saloum, Ahmad;m;115;
Abulafia, Carolina;;116;
Aburto, Sabrina;f;117;
Abusada, Jordi;m;118;
Abzalov, Melis;m;119;
Acacio, Vicente;;120;
Acaiabe, João;m;121;
Acaso, Félix;m;122;
Acaso, Fernando;m;123;
Accati, Laura;f;124;
Accornero, Roberto;m;125;
Acebal, Antonio;m;126;
Acebal, Fernando;m;127;
Acebal, Loli;;128;
Acebes, Mónica;;129;
Acebo, Lucía;f;130;
Acebrón, Valle;f;131;
Acedo, Davis;m;132;
Acedo, Manuel;m;133;
Aceo, Amador;m;134;
Acera, Julio César;m;135;
Acera, Santiago;m;136;
Acereto, David;;137;
Acero, Arturo;m;138;
Acero, Gerard;m;139;
Acero, Johnny;m;140;
Acevedo, Agustín;m;141;
Acevedo, Gustavo;m;142;
Acevedo, Llorenç;m;143;
Acevedo, Mari Ángeles;f;144;
Acevedo, Patricia;f;145;
Acevedo, Pedro;;146;
Aceves, Gustavo;;147;
Aceves, Heriberto;m;148;
Achard, Olivier;m;149;
Achaval, Sebastian;m;150;
Ache, Josep;m;151;
Achenguadi, Amomen;m;152;
Acheson, Caitlin;f;153;
Achugar, Walter;;154;
Achury, Diego;m;155;
Acinas, Ángel;m;156;
Acisclo, Javier;;157;
Ackermans, Jan;m;158;
Ackroyd, Barry;m;159;
Acosta Aldrete, Marcos Eduardo;;160;
Acosta Cazares, Roberto;m;161;
Acosta Esparza, Damián;m;162;
Acosta, Amalia;f;163;
Acosta, Angel;m;164;
Acosta, Aramis;;165;
Acosta, Armando;m;166;
Acosta, Carlos;m;167;
Acosta, Emilio;m;168;
Acosta, Francisco;m;169;
Acosta, Javier;;170;
Acosta, Jesús;;171;
Acosta, José Luis;m;172;
Acosta, José Manuel;m;173;
Acosta, José Maria;m;174;
Acosta, Juan;m;175;
Acosta, Juana;f;176;
Acosta, Lola;f;177;
Acosta, Marcos;;178;
Acosta, Sergio;m;179;
Acosta, Viviana;f;180;
Acosta, Wilfrido;m;181;
Acuña, David;;182;
Acuña, Sally;f;183;
Adabashyan, Aleksandr;m;184;
Adair, Deborah;f;185;
Adalid, Jaime;m;186;
Adalit, Mercè;f;187;
Adam García, Esmeralda;f;188;
Adam, Kathya;f;189;
Adam, Lluïsa;f;190;
Adam, Peter R.;m;191;
Adam, Tania;f;192;
Adamovic, Jozef;m;193;
Adams, Julie;;194;
Adams, Keith;;195;
Adams, Mary;f;196;
Adams, Maud;f;197;
Adams, Richard C.;m;198;
Adams, Vincent;m;199;
Adamson, Christopher;m;200;
Adán, Pablo;m;201;
Adan, Pedro;m;202;
Adánez, Inma;f;203;
Adánez, María;f;204;
Addahri, Hassan;m;205;
Addai, Jackson;m;206;
Adefarasin, Remi;m;207;
Adefarasin, Rene;;208;
Adela Martínez, Carmen;f;209;
Adelantado, Gloria;f;210;
Adelin, Jean-Claude;m;211;
Adell, José;m;212;
Adell, Mercé;;213;
Adelson, Gary;;214;
Adeva, Chema;m;215;
Adjani, Isabelle;f;216;
Adjemián, Martín;m;217;
Adlan, Isabelle;f;218;
Adlani, Benzeria-Mohamed;;219;
Adler, Don;m;220;
Adlon, Pamela;f;221;
Adnan, Augusto;m;222;
Adnan, J. María;m;223;
Adnan, Javier;m;224;
Adnan, Juan;m;225;
Adnan, Julio;m;226;
Adnane, Benzaida;;227;
Adon, Raida;f;228;
Adorf, Mario;m;229;
Adriá, Dina;f;230;
Adriá, Francisco;m;231;
Adriá, Paco;m;232;
Adriaco, Adrien;;233;
Adrián, Blanca;;234;
Adrian, Caroline;;235;
Adrián, Rosa-Blanca;;236;
Adriana, Beatriz;f;237;
Adriani, Patricia;f;238;
Adric, Daniel;m;239;
Adrien, Gilles;m;240;
Adura, Trini;;241;
Aedo, Daniel;m;242;
Aeschbacher, Kurt;;243;
Aesop;;244;
Affleck, Rab;m;245;
Aflalo, Bibiana;f;246;
Afman, Frans J.;m;247;
Afsharian, Farshid;m;248;
Agapito, Clara;;249;
Agarici, Alexandru;m;250;
Agatha;;251;
Agbayani, Tetchie;f;252;
Agelet, Jesús;m;253;
Agell, Miquel;m;254;
Agenjo, Carmela;f;255;
Aghatt, Susana;f;256;
Aginako, Arturo;m;257;
Agirre, Naroa;f;258;
Agirre, Ramón;m;259;
Agirretxe, Kontxa;;260;
Agnew, Iain;m;261;
Agorria, Aitor;;262;
Agostí, Carlos;m;263;
Agostini, Marisa;;264;
Agostini, Rita;;265;
Agosto, William;m;266;
Agoyo, Tailinh;f;267;
Agra, Alfonso;m;268;
Agra, Clara;f;269;
Agra, Ramón;;270;
Agramunt, Víctor;m;271;
Agranovich, Mikhail;m;272;
Agraz, Susana;;273;
Agrelo, Xosé M.;m;274;
Agren, Janet;f;275;
Agresti, Alejandro;m;276;
Agri, Antonio;m;277;
Agua, Lola la del;f;278;
Aguade, Ángel;;279;
Aguado Blasco, Miguel;;280;
Aguado, Alfonso;;281;
Aguado, Álvaro;m;282;
Aguado, Carmen;f;283;
Aguado, Cristina;;284;
Aguado, Dolores;f;285;
Aguado, Javier;m;286;
Aguado, Jose Luis;m;287;
Aguado, José Miguel;m;288;
Aguado, José;m;289;
Aguado, Juan Jose;m;290;
Aguado, Kety;f;291;
Aguado, Maika;f;292;
Aguado, Manuel;m;293;
Aguado, Marga;;294;
Aguado, Nazario;m;295;
Aguado, Rosa;f;296;
Aguado, Victorio;m;297;
Aguarod, Francisco;;298;
Aguat, Carlos;m;299;
Aguayo, José María;m;300;
Agudelo, M.;;301;
Agudelo, Marcela;f;302;
Agudero, Manolo;;303;
Agudín, Luis;m;304;
Agudo, Eleuterio;;305;
Agudo, Ruth;f;306;
Agüero, Héctor Esteban;;307;
Aguero, Margarita;f;308;
Agúero, Silvana;;309;
Agüero, Tania;f;310;
Aguerri, Anna;f;311;
Aguerri, Encarna;f;312;
Agui, José María;m;313;
Aguiar, Edmundo;m;314;
Aguiar, José Ignacio;;315;
Aguiar, Miguel;;316;
Aguiar, Mónica;;317;
Aguiar, Silvia;;318;
Águila, Humberto;m;319;
Aguilar Vicente, Antonio;m;320;
Aguilar, Ana;f;321;
Aguilar, Carlos;m;322;
Aguilar, Ena;;323;
Aguilar, Fernando;m;324;
Aguilar, Francisco;m;325;
Aguilar, Héctor;m;326;
Aguilar, Inmaculada;f;327;
Aguilar, Joan;m;328;
Aguilar, Jordi;m;329;
Aguilar, José Luis;;330;
Aguilar, José María;m;331;
Aguilar, Manolo;m;332;
Aguilar, Manuel;m;333;
Aguilar, Marcos de;;334;
Aguilar, Miguel Ángel;m;335;
Aguilar, Miguel;m;336;
Aguilar, Milagros;f;337;
Aguilar, Paco;m;338;
Aguilar, Rosa;f;339;
Aguilar, Roser;f;340;
Aguilar, Salvador;m;341;
Aguilar, Santiago;m;342;
Aguilar, Silvia;f;343;
Aguilar, Sofía;f;344;
Aguilar, Tony;m;345;
Aguilé, Luis;m;346;
Aguilera, Alex;m;347;
Aguilera, Belén;f;348;
Aguilera, Diana;f;349;
Aguilera, Enric;;350;
Aguilera, Francisco;m;351;
Aguilera, Lidia;;352;
Aguilera, Lola;f;353;
Aguilera, Lourdes;f;354;
Aguilera, Marian;f;355;
Aguilera, Paco;;356;
Aguilera, Sergio;m;357;
Aguiló, Michael;m;358;
Aguinaga, Francisco;;359;
Aguinaga, José Luis;m;360;
Aguinaga, Marisa;;361;
Aguinagalde, Gorka;m;362;
Aguirre, Alfonso;m;363;
Aguirre, Arancha;;364;
Aguirre, Arantxa;f;365;
Aguirre, Armando;m;366;
Aguirre, Carmen;;367;
Aguirre, Cristian;;368;
Aguirre, Cristina;;369;
Aguirre, Emma;f;370;
Aguirre, Fernando;m;371;
Aguirre, Graciela;f;372;
Aguirre, Hilda;f;373;
Aguirre, Ignacio;m;374;
Aguirre, J.J.;;375;
Aguirre, Jaime de;;376;
Aguirre, Javier;m;377;
Aguirre, José Joaquín;;378;
Aguirre, José Luis;m;379;
Aguirre, José Ramón;;380;
Aguirre, Juan Carlos;m;381;
Aguirre, Juan;;382;
Aguirre, Juana;;383;
Aguirre, Julen;;384;
Aguirre, Luis;m;385;
Aguirre, María Carmen;;386;
Aguirre, Mercedes;f;387;
Aguirre, Moncho;;388;
Aguirre, Olalla;f;389;
Aguirre, Olga;f;390;
Aguirre, Oscar;;391;
Aguirre, Óscar;m;392;
Aguirre, Patricia;m;393;
Aguirre, Pilar;f;394;
Aguirre, Raúl Cristian;;395;
Aguirre, Xabier;m;396;
Aguirre;m;397;
Aguirrebengoa, Alain;m;398;
Aguirregoitia, Txema;m;399;
Aguirresarobe, Javier;m;400;
Aguirresarobe, Mikel;;401;
Agujeta;m;402;
Agujetas, El;m;403;
Agulló, Albert;;404;
Agullo, Alfonso;;405;
Agulló, Carlos;;406;
Agulló, Enrique;;407;
Agulló, Mónica;;408;
Agulló, Neus;f;409;
Agurto, Santiago;m;410;
Agustí, Andrés;;411;
Agustí, Antoni;m;412;
Agustí, Antonio;m;413;
Agustí, Gabriel;m;414;
Agustí, Miguel;m;415;
Agustí, Toni;m;416;
Agustí, Valentí;m;417;
Agustino, Rafael;;418;
Agut, Alicia;f;419;
Agutter, Jenny;f;420;
Ahern, Céleste;f;421;
Ahlberg, Mac;;422;
Ahln, Jorge;m;423;
Ahmed, Lalita;f;424;
Ahn, Leonor;f;425;
Ahonius, Heikki;m;426;
Ahrens, Samantha;;427;
Ahrweiler, Arthur W.;;428;
Ahumada, Rafael;m;429;
Ahumada, Raúl;;430;
Aibar, Olga;;431;
Aibar, Óscar;m;432;
Aibéo, Ricardo;m;433;
Aicardi, Federico;;434;
Aiello, Danny;m;435;
Aierbe, Ainhoa;f;436;
Aierbe, Joseba;f;437;
Aierra, Iñaki;m;438;
Aiesi, Salvatore;m;439;
Aiestaran, Susana;f;440;
Aillapán, José Miguel;m;441;
Aillapán, Lorenzo;m;442;
Aimée, Anouk;f;443;
Aimée, Chantal;f;444;
Aimo, Adriana;;445;
Ainaud de Lasarte, Josep M.;m;446;
Ainaud de Lasarte, Juan;m;447;
Ainscough, María Teresa;f;448;
Ainz, Jon Ander;m;449;
Aira, Agustín;m;450;
Airosa, José;m;451;
Ais, Eva;;452;
Aisa Blanco, Marcos;m;453;
Aisemberg;;454;
Aitken, Marcella Vitalainai;f;455;
Aixalà;m;456;
Aizpeolea, Óscar;;457;
Aizpuru, Iñaki;;458;
Ajenjo, Elena;f;459;
Ajo, Alfredo;m;460;
Ajuria, Ebentzi;f;461;
Akaaboune, Soumaya;f;462;
Akaddas, Sayan;m;463;
Akallach, Abdelkrim;;464;
Akershtein, Ricardo;m;465;
Akhmedov, Yakub;m;466;
Akhvlediani, Lomer;f;467;
Akhvlediani, Nino;;468;
Akinfenwa, Miriam;f;469;
Akka, Hassan;m;470;
Akner, Bryan;;471;
Akopyan, Ashot;m;472;
Akortal, Fátima;f;473;
Akramov, Bakhram;m;474;
Al Levi, Nur;f;475;
Al-Qattan, Omar;;476;
Alaban, Beatriz;f;477;
Alabiso, Daniele;;478;
Alabiso, Eugenio;m;479;
Alacid, José Antonio;m;480;
Alacuart, María;;481;
Alacuart, Montse;f;482;
Aladren, Andrés;m;483;
Aladro, Ana;f;484;
Aladro, Carlos;m;485;
Aladro, Rafael;m;486;
Alaez, Paloma;f;487;
Alain, Sylvia;f;488;
Alamarez, Benjamin;;489;
Alameda, Mariano;m;490;
Alamin, Hadijetu;f;491;
Álamo, Jesús;;492;
Álamo, José Antonio del;;493;
Álamo, Julio del;;494;
Álamo, Roberto;m;495;
Alamo, Walter;m;496;
Alan, Gil;m;497;
Alanen, Outi;f;498;
Alarcón, Alexandro;m;499;
Alarcón, Carmen;f;500;
Alarcón, Dani;m;501;
Alarcón, Daniel;;502;
Alarcón, Denis;m;503;
Alarcón, Enrique;m;504;
Alarcón, José María;m;505;
Alarcón, José;m;506;
Alarcón, Manuel;;507;
Alarcón, Mario;m;508;
Alarcón, Pedro;m;509;
Alarcón, Raquel;f;510;
Alarcón, Salvador;;511;
Alarcón, Sebastián;;512;
Alarcón, Víctor;;513;
Alarcos, Mayte;f;514;
Alard, Nelly;f;515;
Alarios, Juan Carlos;m;516;
Alas Clarín, Leopoldo;;517;
Alas, Amelia;;518;
Alas, Marianela;;519;
Alatan, Faruk;;520;
Alatri, Francesca;;521;
Alay, Antonio;;522;
Alazraki, Benito;;523;
Alba, Alfredo;m;524;
Alba, Carlos;m;525;
Alba, Charly;m;526;
Alba, Charo;;527;
Alba, Corinne;f;528;
Alba, Gema;f;529;
Alba, Juan;m;530;
Alba, Loreto;f;531;
Alba, Luis;m;532;
Alba, Milagros;f;533;
Alba, Pepo;;534;
Alba, Ramón;;535;
Alba, Roberto Félix;;536;
Alba, Santiago;m;537;
Alba, Tomás;m;538;
Alba, Tota;f;539;
Alba, Vivi;f;540;
Albacete, Alfonso;m;541;
Albacete, Javier;m;542;
Albacete, Manuel;;543;
Albadalejo, Jose Antonio;m;544;
Albaicín, Rafael;m;545;
Albalá, Javier;m;546;
Albaladejo, Daniel;m;547;
Albaladejo, Geli;f;548;
Albaladejo, Lola;f;549;
Albaladejo, Miguel;m;550;
Albalat, Fernando;m;551;
Albanell, Pep;;552;
Albani, Andrea;f;553;
Albano;m;554;
Albares, Fernando;;555;
Albares, Pedro L.;;556;
Álbarez, Sebastián;;557;
Albarracin, Juan Maria;m;558;
Albarracín, Pepa;;559;
Albarrán, Josep Ricard;m;560;
Albarrán, Ricardo;;561;
Albarrán, Víctor;m;562;
Albela, Mark;;563;
Albendi, José María;;564;
Albéniz, Carmen;f;565;
Albéniz, Isaac;;566;
Albeniz, Jaione;m;567;
Alberdi, Agustí;;568;
Alberdi, Begoña;f;569;
Alberdi, Cristina;f;570;
Alberdi, Xabier;;571;
Alberich, Enric;m;572;
Alberich, Ferran;;573;
Albero, Raúl;m;574;
Alberola, Alfredo;m;575;
Alberola, Carles;m;576;
Alberola, Francisco;m;577;
Alberola, Quico;m;578;
Albert, Antonio;m;579;
Albert, Caterina;;580;
Albert, Edward;m;581;
Albert, José;m;582;
Albert, Juan Carlos;;583;
Albert, Maria;f;584;
Albert, Mercedes;f;585;
Albert, Oscar;;586;
Albert, Óscar;m;587;
Albert, Toni;;588;
Albert, Tony;m;589;
Alberti, Anna;f;590;
Alberti, Barbara;f;591;
Alberti, Guido;m;592;
Alberti, Rafael;m;593;
Alberti, Sandra;f;594;
Alberti, Sergio;m;595;
Albertinazzi, Marta;f;596;
Albertini, Bitto;m;597;
Albertini, Marta;f;598;
Alberto, Eliseo;m;599;
Alberto, Jaime;m;600;
Alberto, Manuel;m;601;
Alberto, Mário;m;602;
Alberto;m;603;
Alberts, Udo;;604;
Albesa;;605;
Albiach, Anna;f;606;
Albiach, José;m;607;
Albignoni, Manuel;;608;
Albiñana, Ricardo;m;609;
Albinoni, Tomaso;;610;
Albinus, Jens;m;611;
Albiol, Ferran;m;612;
Albiol, Francesc;m;613;
Albistur, Xabier;m;614;
Albisu, Miguel Ángel;m;615;
Albisu, Mikel;m;616;
Albitskaya, Vieta;f;617;
Albizu, Fernando;m;618;
Albó, Emili;;619;
Albøge, Iris;f;620;
Albonico, Giulio;;621;
Albónico, Rodolfo;;622;
Albor, Gerardo Fernández;m;623;
Alborado, Louis;;624;
Alborch, Francesc;m;625;
Alborch, Paco;m;626;
Albores, Mafa;;627;
Albornoz, Claudio Sánchez;m;628;
Albornoz, Luciano;m;629;
Albors, Amparo;f;630;
Albors, José;m;631;
Albors, Luis;;632;
Albors, Patrícia;f;633;
Albuerne, José M.;;634;
Albulescu, Mircea;m;635;
Alcaide, Jesús;m;636;
Alcaín, Alfredo;m;637;
Alcaine, José Luis;m;638;
Alcaine, Pancho;;639;
Alcalá, Beatriz;;640;
Alcalá, María Luisa;f;641;
Alcalá, Xavier;m;642;
Alcalde, Carlos;m;643;
Alcalde, David;m;644;
Alcalde, Elena;f;645;
Alcalde, Gustavo;;646;
Alcalde, José Andrés;;647;
Alcalde, José;;648;
Alcalde, Manuel;;649;
Alcalde, Patrizia;;650;
Alcañiz, Cleofe;f;651;
Alcaniz, Fina;f;652;
Alcañiz, Lourdes;f;653;
Alcañiz, Muntsa;f;654;
Alcantar, Thomas;;655;
Alcántara, Carmelo;m;656;
Alcántara, Concha;f;657;
Alcántara, Dídac;m;658;
Alcántara, Juan;m;659;
Alcántara, Manuel;m;660;
Alcántara, Raúl;;661;
Alcaraz, Antonio;;662;
Alcaraz, Blás;m;663;
Alcaraz, Eduardo;m;664;
Alcaraz, Estela;f;665;
Alcaraz, Hermenegildo;m;666;
Alcaraz, Julio;m;667;
Alcaraz, Maria Luisa;;668;
Alcardi, Manuela;f;669;
Alcarraz, Roberto;m;670;
Alcayde, Carmen;f;671;
Alcázar, Agustín;;672;
Alcázar, Ángel;m;673;
Alcázar, Damián;m;674;
Alcázar, Eduard;m;675;
Alcázar, Eduardo;m;676;
Alcázar, Guillermo;;677;
Alcázar, Jorge;m;678;
Alcázar, Julio;m;679;
Alcázar, Pedro;m;680;
Alcázar, Pepe;m;681;
Alcázar, Rafael;;682;
Alcázar, Víctor;m;683;
Alchimede, Diego;;684;
Alchin, Ray;;685;
Alcíbar, Miguel;m;686;
Alcides, Enrique;m;687;
Alcoba, Juan Antonio;m;688;
Alcobendas, José Luis;m;689;
Alcobendas, Miguel;m;690;
Alcobia, Ilda;;691;
Alcocer, Beatriz;;692;
Alcocer, Teresa;;693;
Alcocer, Víctor;m;694;
Alcón Traver, José;;695;
Alcón, Alfredo;m;696;
Alcón, Pilar;f;697;
Alcoriza, Luis;m;698;
Alcorta, Javier;m;699;
Alcott, John;m;700;
Alcover, Raúl;;701;
Alcoverro, Montserrat;f;702;
Alcuaz, Asunción;f;703;
Aldama, Luz;;704;
Aldán, Eduardo;m;705;
Aldana, Adolfo;m;706;
Aldana, Alejandro;m;707;
Aldanondo, Sofía;f;708;
Aldanondo, Xavier;m;709;
Aldaso, Itziar;;710;
Aldasoro, Juan Bautista;m;711;
Aldavert, Josep M.;m;712;
Aldaz, Blanca;f;713;
Aldaz, Fermín;m;714;
Aldea, José;;715;
Aldebarán, Pablo de;;716;
Aldecoa, Ignacio;;717;
Aldecoa, Íñigo;m;718;
Aldecoa, Manuel;m;719;
Aldegunde, Adela;f;720;
Aldegunde, Arturo;;721;
Alderbaldetreku, Aitor;m;722;
Alderete, Ángel;;723;
Aldisert, Greg;;724;
Aleacar, Sílvia;f;725;
Aleandro, Norma;f;726;
Aleano, Alejandra;f;727;
Alecrín;;728;
Aledo, Iván;m;729;
Aledo, Marta;f;730;
Aledo, Polo;;731;
Alegre, Alfredo;m;732;
Alegre, Francisco;m;733;
Alegre, Juan Carlos;m;734;
Alegre, Lluís;m;735;
Alegre, Luis Felipe;m;736;
Alegre, Luis;m;737;
Alegre, Oscar;m;738;
Alegre, Paco;m;739;
Alegría, Alonso;m;740;
Alegria, Ugaitz;m;741;
Alegro, Arturo;m;742;
Aleixandre, Vicente;;743;
Alejandro, Edesio;m;744;
Alejandro, Fermín;;745;
Alejandro, Francisco;;746;
Alejandro, Juan;m;747;
Alejandro, Julio;m;748;
Alejandro, Manuel;m;749;
Alejos, Ana;f;750;
Aleksandrov, Aleksandr;m;751;
Aleksandrova, Tamara;f;752;
Aleksanyan, Artashes;m;753;
Aleksic, Slobodan;m;754;
Alem, Alejandro;;755;
Alemán Gonçalves, José Francisco;;756;
Alemán Gonçcalvez, José Francisco;;757;
Alemán, Carlos;m;758;
Aleman, Ciade Shas;m;759;
Alemán, Julio;m;760;
Alemán, Laura;f;761;
Aleman, Liaran Tess;m;762;
Alemán, Mateo;;763;
Aleman, Mayra Luz;f;764;
Alemany, Ana;f;765;
Alemany, Anton;m;766;
Alemany, Montse;f;767;
Alemany, Pere Marcús;;768;
Alemany, Vicenta;f;769;
Alemparte, Alfredo;;770;
Alen, Eduard;m;771;
Alenda, José Esteban;m;772;
Alessandrin, Patrick;m;773;
Alessandrini, Massimiliano;;774;
Alessandrini, Raymond;m;775;
Alessandro, Bruno;m;776;
Alessandroni, Alessandro;m;777;
Aleu, Franc;m;778;
Álex, Manuel;m;779;
Álex, Mario;m;780;
Alexander, Brígida;f;781;
Alexander, Carla;;782;
Alexander, Fiona;f;783;
Alexander, Jane;f;784;
Alexander, Juan;;785;
Alexander, Nick;m;786;
Alexander, Nicolas;;787;
Alexandre, Frédérique;f;788;
Alexandre, Homar;m;789;
Alexandre, José Luis;m;790;
Alexandre, Manuel;m;791;
Alexis, Andrés;m;792;
Alexis;m;793;
Alez, Mario;m;794;
Alfagema, Ainhoa;;795;
Alfaro, Elvira;f;796;
Alfaro, Lucía;f;797;
Alfaro, Marcelo;m;798;
Alfaro, Oscar;;799;
Alfaro, Pablo;;800;
Alfaro, Soledad;f;801;
Alfaro, Txumari;m;802;
Alfaya, Consuelo;;803;
Alfaya, Javier;m;804;
Alférez, Miguel;m;805;
Alfonso Basilio, Teresa;f;806;
Alfonso, Alfredo;m;807;
Alfonso, Antonio;m;808;
Alfonso, Bonifacio;m;809;
Alfonso, Eva;;810;
Alfonso, Gerardo;m;811;
Alfonso, Javier;m;812;
Alfonso, José;m;813;
Alfonso, Julio M.;m;814;
Alfonso, María José;f;815;
Alfonso, Maricela;f;816;
Alfonzo, José Luis;m;817;
Alford, Madeline;f;818;
Alfyorova, Natalya;;819;
Algarra, Pilar;f;820;
Alger, May;f;821;
Algora, Francisco;m;822;
Algora, Germán;m;823;
Algora, Jorge;;824;
Algueró, Augusto J.;;825;
Algueró, Augusto;m;826;
Alguersuari, Pepita;f;827;
Alhama, Edgar;m;828;
Alhambra, Emilio J.;;829;
Alí, Jorge;m;830;
Ali, Paula;f;831;
Alia, Juanjo;m;832;
Aliaga, Adán;m;833;
Aliaga, Ignacio;m;834;
Aliaga, Ricardo;m;835;
Alias, José;m;836;
Alias, Raquel;f;837;
Alig, Michael;m;838;
Alimbau, Yolanda;;839;
Alion, Yves;m;840;
Aliotti, Claudio;m;841;
Aliprandi, Marcello;;842;
Alira, Beatriz;f;843;
Alís, Román;;844;
Alises, Adolfo;m;845;
Alises, José;m;846;
Alito;m;847;
Aljure, Felipe;;848;
Alkain, Angel;m;849;
Alkorta, Ibon;;850;
Alkorta, Joseba;m;851;
Allain, Bruno;m;852;
Allain, Valérie;f;853;
Allan, Andrea;f;854;
Allan, David;;855;
Allan, Mark;;856;
Allard, Philippe;m;857;
Allegrini, Milaura;f;858;
Allegro, Joseph;;859;
Allen, Audrey;f;860;
Allen, David;m;861;
Allen, Jim;m;862;
Allen, John;m;863;
Allen, Kathleen;f;864;
Allen, Laura;f;865;
Allen, Raúl;m;866;
Allen, Stanford C.;m;867;
Allen, Tamara;;868;
Allen, Woody;m;869;
Allenbury, Genevieve;f;870;
Allende, Alfredo;m;871;
Allende, Emiliano;m;872;
Allende, Fernando;m;873;
Allende, Millán;;874;
Allepoz, Alicia;;875;
Aller, Alicia;f;876;
Aller, Javier;m;877;
Aller, Jose F. Rodriguez;;878;
Aller, Luis R.;;879;
Aller, Luis;m;880;
Alleres, Carlos;;881;
Allerson, Alexander;m;882;
Allies, Chris;;883;
Allio, Pascal;m;884;
Allouache, Merzak;m;885;
Allwood, Robert;m;886;
Almacellas, José María;m;887;
Almada, Fernando;m;888;
Almada, Izaías;m;889;
Almada, Mario;m;890;
Almagro, Iván;m;891;
Almandoz, David;m;892;
Almandoz, Koldo;m;893;
Almansa, Fidel;m;894;
Almanzan, Raul;;895;
Almarcha, Sonia;f;896;
Almazán, Cristina;f;897;
Almazan, Marco Antonio;;898;
Almazán, Roberto;m;899;
Almeda, Ana;f;900;
Almeida, Alcino;;901;
Almeida, Altino;m;902;
Almeida, Cristina;f;903;
Almeida, Sebastián;;904;
Almela, Fernando;m;905;
Almela, Manuel;;906;
Almenara, Serafín;m;907;
Almenares, Ramón;m;908;
Almendro, Jesús;;909;
Almendros, Germán;m;910;
Almendros, Gregorio;;911;
Almendros, Manuel;m;912;
Almendros, Maria Matilde;f;913;
Almendros, Néstor;m;914;
Almendros, Teresa;f;915;
Almería, Pilar;f;916;
Almiñana, Manel;;917;
Almirall, Assumpta;f;918;
Almirall, Marta;f;919;
Almodóvar, Agustín;m;920;
Almodóvar, Cristino;m;921;
Almodóvar, Pedro;m;922;
Almonacid, Esmeralda;;923;
Almonte, Humberto José;;924;
Almontes, Jesús;;925;
Almorós, Antonio;m;926;
Almunia, Joaquín;m;927;
Aloisi, Claudia;;928;
